id,name,description,ingredients
4004,红烧海鳗,红烧海鳗，鳗鱼富含多种营养成分，具有补虚养血、祛湿、抗痨等功效。,海鳗
4005,糟熘鱼白,这是一道美食，属于炖煮类菜肴，主要原料有鳜鱼、鸡蛋清等。,鳜鱼，鸡蛋清
4006,糟熘虾仁,	糟溜虾仁名驰中外，是绍兴传统的地方名菜。酒精是酒的副产品。其味醇厚异香。以酒糟调味烹制食物，历史悠久，风味独特。“糟溜虾仁”选用新鲜河虾仁烹入糟汁，软溜成菜，虾仁洁白、鲜嫩，糟香诱人食欲，被列入“中国名菜谱”。,虾仁，淀粉
4007,糖醋酥鱼,糖醋酥鱼是一道浙江菜，具有补气、平咳、提神和防衰老等食疗功能。,鲅鱼(700克)
4008,糖醋羊肉丸子,糖醋羊肉丸子是浙菜菜谱之一，以羊肉为制作主料，糖醋羊肉丸子的烹饪技巧以炸为主，口味属于糖醋味。糖醋羊肉丸子的特色：此菜色泽红亮，外松里嫩，略带酸甜。,羊肉(后腿)，鸡蛋，黄酒，醋，白砂糖，酱油，小麦面粉，荸荠
4009,番茄虾仁锅巴,“番茄虾仁锅巴”是1956年浙江省认定的36种杭州名菜之一，虾仁玉白鲜嫩，锅巴金黄松脆，番前红润酸甜，色泽艳丽。享有“天下第一菜”的誉称。临食浇汁，吱吱作响，香味扑鼻，江苏称名“平地一声雷。”,虾仁，鸡蛋清，黄酒，醋 
4010,生煎虾饼,生煎虾饼是有虾仁200克、豌豆苗50克 肥膘肉50克 荸荠50克 鸡蛋清50克 淀粉(蚕豆)13克等，制作而成。,虾仁200克、豌豆苗50克等
4011,熘黄蛋,《熘黄蛋》是一道中国民间传统家庭美食，由黄蛋烹饪而成。,鸡蛋，鸡胸脯肉
4012,烩金银丝,烩金银丝是一道色香味俱全的名肴，属于浙菜系。鸡丝鲜嫩，火腿丝香郁，汤汁浓醇，色泽和谐。先将鸡脯肉切成丝。盛入碗内，用精盐1.5克渍匀，加蛋清和湿淀粉10克捏匀上浆。熟火腿切丝，豆苗洗净。炒锅置中火烧热，用油滑锅后，下猪油至三成热（约66℃）时，将鸡丝入锅迅速划散，呈白色时，倒入漏勺沥去油。锅内留底油10克，加入清汤、绍酒、精盐、味精，用湿淀粉调稀成薄芡，再将鸡丝、火腿丝一起倒入，放上豆苗，用手勺略微推搅，淋上鸡油，出锅装入汤盘即成。,鸡脯肉
4013,烤兔卷,烤兔卷是一道以兔肉、火腿为主要食材食材制作的家常菜。,兔肉，火腿
4014,烂糊鳝丝,烂糊鳝丝是浙江湖州的特色传统名菜。是以鳝鱼、火腿、鸡胸脯肉、虾仁、柿子椒、蚕豆淀粉、酱油、香油、黄酒、胡椒粉、白砂糖等为原材料制作而成。相传在清乾隆年间，乾隆皇帝下江南路过南浔，品尝之后，发觉味道鲜美，回味无穷，因此把烂糊鳝丝列为宫廷菜肴，这道菜因此成名。2018年9月10日，“中国菜”正式发布，“烂糊鳝丝“被评为浙江十大经典名菜。[1] ,
4015,炒湖蟹,炒湖蟹是一道地方特色名菜，属于江浙菜。色泽黄亮通红，蟹肉鲜嫩入味，为筵席的佳肴。制成此菜时湖蟹鲜活，最好是团脐，死蟹不能食用；蟹斩块大小适宜，便于成熟；蟹块入锅煸炒前，用沸水略氽，使蟹肉表层凝固，既去腥又清爽利落。,螃蟹
4016,火蒙鞭笋,火蒙鞭笋是一道美食，口味独特，制作简单，营养价值很高，主要材料为笋,嫩鞭笋
4017,清汤越鸡,清汤越鸡是浙江绍兴的特色传统风味名菜，据说是春秋时期越国流传下来的。它用绍兴的特产越鸡烹制而成。此鸡肉白嫩，骨质松脆。利用原汁清炖，味鲜爽口。,鸡
4018,油爆鲜淡菜,,
4019,油爆大虾,油爆大虾是浙江省传统名菜。取绍兴内河大虾，用旺火略爆而成。具有虾肉鲜嫩，略带甜酸，虾壳红艳，食时松脆的特色，是下酒的佳肴。这道菜口味特点 虾肉鲜嫩，酸甜鲜美，咸鲜适口。营养价值：减少血液中胆固醇含量，防止动脉硬化；虾的通乳作用较强，并且富含磷、钙、对小儿、孕妇尤有补益功效。,大虾，葱段
4020,桂花糖藕,桂花糖莲藕是一道美食，主要原料是莲藕。,莲藕
4021,栗子炒子鸩,栗子炒子鸩是一道由鸡肉、栗子（鲜）等食材制成的食品。,鸡肉，栗子（鲜）
4022,柴把笋,柴把笋是以冬笋为主要材料的一款菜品，配料包括蚕豆、鸡蛋清等，调料是味精、黄酒等，主要通过翻炒的方式做成。,冬笋，鸡蛋
4023,春卷,春卷，又称春饼、春盘、薄饼。是中国民间节日的一种传统食品，流行于中国各地，在江南等地尤盛。在中国南方，过春节不吃饺子，吃春卷和芝麻汤圆。并且在漳州一带清明时节也吃春卷，民间除供自己家食用外，常用于待客。春卷历史悠久，由古代的春饼演化而来。[1] ,食用油，豆沙，猪肉，牛肉，羊肉，卷心菜，白菜，粉丝，荠菜，芹菜，香干等，燕皮
4024,排南,排南是采用金华火腿为主料烹制的浙江杭州特色传统名菜。据《本草纲目拾遗》记载，金华火腿对益肾、养胃、生津、壮阳、固骨髓，健足力都有功效。杭州厨师在火腿食用方法上，从火候到刀工都有独具匠心，创造出一些各具特色的美味菜肴。排南是一只既美味又滋补的美味佳品。,
4025,拌海蜇皮,凉拌海蜇皮是以海蜇皮为主料的凉拌菜。辅菜可以因人而异添加。属于浙江菜系，具有清热解毒调理，祛痰调理，便秘调理，消化不良调理等功效。,海蜇皮 
4026,彩色虾仁,彩色虾仁是一道由虾仁、火腿等食材制成的食品。,
4027,彩熘黄鱼,彩熘黄鱼是浙江宁波、舟山地区的传统名菜，属于浙江菜。黄鱼味鲜，肉质丰满结实，配以火腿、鸡肉等上乘辅料烹制，三鲜合一，滋味浓醇，色彩艳丽。注意炸黄鱼，旺火定型上色，小火浸炸熟透，色呈金黄，外酥里嫩。,大黄鱼
4028,带扎鱼筒,带扎鱼筒是浙江温州一带的特色传统名菜，属于浙菜系。成菜金光程亮，油润欲滚。烹制材料为主料：大黄鱼1250克。辅料：水发香菇20克  猪网油100克  火腿50克  鸡胸脯肉50克  淀粉(蚕豆)10克。   调料：小葱25克  子姜10克  味精2克  盐4克  黄酒15克  鸡油10克。,大黄鱼1250克
4029,墨鱼烤腿肉,墨鱼烤腿肉是一道美食，制作原料主要有墨鱼、腿肉等。,墨鱼750克   猪肉250克
4030,培红鱼片,鳜鱼：鳜鱼含有蛋白质、脂肪、少量维生素、钙、钾、镁、硒等营养元素，肉质细嫩，极易消化，适于儿童、老人及体弱，脾胃消化功能不佳者食用；并具有补气益脾的滋补功效。,鳜鱼
4031,双色芙蓉蛋,双色芙蓉蛋是一道鲜寇名菜，属于温州菜。以鸡蛋为主料，配以蘑菇、青豆、木耳、炒匀。利用蛋白和蛋黄两种天然色彩，精心制成黄、白两色“芙蓉”蛋片。再以豌豆、木耳配色。,鸡蛋清，鸡蛋黄
4032,双味蝤蛑,双味蝤蛑是一道地方传统名菜，属浙菜系，温州菜。成菜形态活泼，色彩艳丽，一菜双味，肉如膏脂，鲜美异常。蝤蛑是温州地区对青蟹的习惯称呼。它栖息于温暖而盐度较低的浅海，体呈椭圆形，青绿色，头胸甲短而宽，肉质细嫩腴美，是蟹类上品；,
4033,凤尾笋,,
4034,凉拌蜇皮,凉拌蜇皮是一道菜品，主料为海蜇皮、嫩黄瓜。,海蜇皮，嫩黄瓜
4035,冷拌蛰皮,,
4036,八宝全鱼,八宝全鱼是一道传统的家常菜，主要制作食材是大黄鱼，配料是火腿、虾米、鸡脯肉，调料是盐、味精等，通过旺火炒制而成。,大黄鱼
4037,鸡腿芋艿,鸡腿芋艿是浙江地区传统名菜，属于浙菜系。主要原料是鸡腿、芋头，口味是香，工艺是煮，难度属于中级。其中芋头含淀粉多，120克的芋头约于半碗米饭的热量，故一次不宜吃得太多。,鸡腿，芋头
4038,醋熘鹅块,醋熘鹅块，菜系及功效：浙菜；延缓衰老食谱消化不良食谱滋阴食谱健脾开胃。主要原料是鹅肉，食谱口味特点： 此菜鹅肉鲜香、酸味。,鹅肉， 竹笋
4039,皮儿荤素,,
4040,炒二冬,炒二冬是一道浙江杭州传统的特色名肴，属于冬令时菜。“二冬”指的是“冬笋”和“冬腌菜”。冬笋剥壳切片，冬腌菜洗净切段。先将冬笋在沸水里焯（杭州人叫“设一头”）一下捞出，这样冬笋炒起来没有苦感。起油锅，先放冬腌菜翻炒，再加入冬笋翻炒，视冬腌菜的咸淡加盐，冬笋本来就鲜，所以可不加味精，加少许糖来增鲜。,冬腌菜，冬笋
4041,火踵蹄膀,火踵蹄膀，也称金银蹄，是浙江省传统的名菜，制作材料有猪肘、金华火腿、小白菜等。以优质金腿踵和新鲜猪肘合炖而成。具有鲜咸适口，肉质酥糯，汁稠浓香，营养丰富的特点，是一道冬夏皆宜的滋补佳肴。,猪肘 金华火腿
4042,浙式虾子冬笋,炒锅内留底油10克，回置火上，投入虾皮略煸，放入冬笋片、黄酒、酱油及白糖，加清水500毫升，盖上锅盖，用小火焖煮3 分钟。,冬笋
4043,宁波炒年糕,宁波炒年糕是宁波传统的地方名点，属于年节食品。一道以年糕为主料，白菜、 冬笋、 猪肉为辅料的浙菜菜肴。年糕含有蛋白质、脂肪、碳水化合物、烟酸、钙、磷、钾、镁等营养元素，多是以糯米（江米）或糯米粉为原料，添加不同的辅料制成的节令食品。,年糕，白菜
4044,宁波汤团,汤圆是浙江宁波著名的特色小吃之一，也是中国的代表小吃之一，春节，元宵节节日食俗。历史十分悠久。据传，汤圆起源于宋朝。当时明州（现浙江宁波市）兴起吃一种新奇食品，即用黑芝麻、猪脂肪油、少许白砂糖做馅，外面用糯米粉搓成球，煮熟后，吃起来香甜可口，饶有风趣。因为这种糯米球煮在锅里又浮又沉，所以它最早叫“浮元子”，后来有的地区把“浮元子”改称元宵。与大多数中国人不同，宁波人在春节早晨都有合家聚坐共进汤圆的传统习俗。,
4045,宁式鳝丝,宁式鳝丝是浙江宁波传统的地方名肴。选用拆骨熟鳝丝，以重油烹制。乘热进食，具有嫩滑香鲜，油润肥美的特色。俗语说：“小暑黄鳝赛人参”，小暑前后六七月间的黄鳝最肥嫩，此时的“宁式鳝丝”也进入食用的最佳时节。宁式鳝丝由鳝鱼和冬笋制作而成，鳝鱼是DHA和卵磷脂，冬笋是一种具有医药功效的植物， 常吃这道菜对身体进补很有好处！,
4046,头肚醋鱼,头肚醋鱼是浙江绍兴传统的地方名肴，属于浙江菜。菜品色泽红亮，头肚肉质活络，汤汁浓滑，配用甜面酱、米醋烹制，味鲜而略带酸甜。延缓衰老调理 ，益智补脑调理。,鲢鱼头
4047,咸鱼炒饭,咸鱼炒饭是一道浙江菜，以米饭为主料，咸鱼、青蒜、菠菜等辅料制作而成，具有补中益气、健脾养胃、保护心血管以及延缓衰老等方面的功效。,米饭（蒸），咸鱼
4048,单腐,单腐属于绍兴菜，“单腐”是绍兴的传统豆腐风味名肴。最早出自民间，制作较为简易，不加任何配料，百姓习惯称为“单腐”。这一乡土食品后经厨师们不断改进，加肉丁、笋丁、虾丁同烹，又名“三丁豆腐”。,豆腐(南
4049,冬菇地栗,冬菇地栗是将香菇（干）、荸荠等经烹饪而成的一道家常美食，味道鲜美可口。,香菇，荸荠，油菜
4050,主爆鳝片,锅内留底油，迅速将碗芡倒入锅中，用手勺推匀，淋上芝麻油，浇在鳝片上即成。,鳝鱼
4051,掐菜炒鸡丝,掐菜炒鸡丝是一道浙江省的地方传统名菜，属于浙菜系杭州菜。不但可以调理营养不良，也是青少年食谱，菜品口感很好。先将鸡脯肉批成大片，切成鸡丝；切好的鸡丝内加黄酒、精盐和鸡蛋清、湿淀粉，捏匀上浆；绿豆芽掐去头尾，洗净待用；炒锅置旺火上烧热，下色拉油，烧至三成热，倒入鸡丝用筷子划散，呈玉白色时用漏勺捞出；再倒入掐菜，暗养一会儿，倒入鸡丝中，沥去油；将炒锅复置火上，倒入掐菜鸡丝，调入黄酒、精盐、味精，迅速颠锅炒匀，起锅装盘，散上切好的火腿丝，即成。,鸡肉，黄酒，绿豆芽
4052,三鲜海参,三鲜海参是浙江省传统名菜之一，属于浙菜系。口味咸鲜味，色泽美观，卤汁浓郁，嫩滑鲜香。,
4053,三片敲虾,三片敲虾是浙江温州地区传统名菜，上海人称敲敲虾。选用鲜大河虾为主料，熟火腿、熟鸡脯肉、水发香菇、绿蔬菜为辅料，加鸡汤、绍酒、精盐、味精、干淀粉、熟猪油等调味品。此菜用大河虾敲制而成，形状如扇，红、白、黑三色鲜明，汤清味鲜，滑嫩爽口。,河虾，火腿
4054,三丝肚裆,三丝肚裆是一道色香味俱全的名菜，属于浙江系湖州菜。主要原料有草鱼等。此菜鱼块呈扇形，整齐美观，口味清淡鲜嫩，别具水乡风味。,
4055,鸡火鱼唇,鸡火鱼唇是一道家常菜品，主料是鱼唇和鸡胸脯肉、配料是火腿等，调料为味精、小葱、姜汁等，通过旺火炒制的做法而成。,鱼唇，鸡胸脯肉
4056,鸡火二丁,鸡火二丁是一道家常菜品，主要制作食材是鸡脯肉，配料是火腿，调料是味精、猪油、黄酒等，通过旺火炒制而成。,鸡胸脯肉，火腿
4057,香糟汤卷,香糟汤卷是一道美食，主要制作材料有草鱼、大葱等。,草鱼450克
4058,雪花鱼丝羹,雪花鱼丝羹是一道以大黄鱼为主要食材的菜肴。,大黄鱼
4059,雅梨炒腰花,雅梨炒腰花是一道简单的家常菜，所用材料为猪腰子、梨、大葱、盐、黄酒、味精、淀粉(玉米)、猪油。,猪腰子，梨
4060,钱江肉丝,钱江肉丝是江浙一带的特色传统名菜，但口味适合大江南北，原料也普通易取。菜色青翠红亮，香味扑鼻，味道醇厚。钱江肉丝显然糅进了北方菜肴那种浓重的口味，但仍然保持了杭州菜肴咸鲜入味、刀工精细等特点。,猪里脊肉
4061,酒焖全鱼,这是一道美食，咸酸味，主要原料有鳙鱼650克。,鳙鱼
4062,西露蹄筋,西露蹄筋，一款食品，这道菜可提供丰富的蛋白质，而脂肪含量较低，故对多数人煮很适用。,
4063,蛎黄跑蛋,蛎黄跑蛋，浙江菜。以牡蛎和鸡蛋为主要原料，辅以小葱、黄酒、盐、猪油、味精等制做而成。蛎黄鲜嫩清香，鸡蛋松软油润，鲜美可口，营养丰富。有滋阴调理、补血调理、贫血调理等功效。,牡蛎(鲜)(100克) 鸡蛋(300克)
4064,虎皮辣子烧茄条,虎皮辣子烧茄条是一道美食，以茄子等为原料，以豆瓣酱、酱油等为调料。该道菜通过将食材倒入锅中翻炒烹饪制作而成。,茄
4065,蒸火腿块,蒸火腿块是以火腿等为主要食材做成的一道美食。,火腿，白砂糖，味精，黄酒
4066,荠菜竹笋,,
4067,腐皮黄鱼包,腐皮黄鱼在宁波市地方传统名菜。去骨的黄鱼肉，包在腐皮里面。难为炸得这样酥脆，腐皮还保持着淡淡明黄。细看，椒盐已经均匀撒好了。动物油热量高、胆固醇高，故老年人、糖尿病患者、肥胖和心脑血管病患者都不宜食用。,大黄鱼800g ，油皮500g 
4068,老法虾仁,老法虾仁是浙江湖州传统的特色名菜，当地阡陌纵横，水网密布，盛产鱼虾。湖州人常用活河虾现挤虾仁，生煸成肴，世代沿袭，故名老法虾仁。但这种烹法是将虾仁上浆，旺火宽油滑熟，配以火腿、海参、香菇等高档辅料，使菜色泽艳丽悦目，虾仁质地软嫩，食之汁清不腻，味鲜爽脆。,
